TcDm25_Chr17_H1_54_868634_857837	pep;Derives_from=TcDm25H1_001024700.1;product=term%3DDispersed_1	98.536	3484	44	1	1	3477	1	3484	0.0	6863	3477	3485
TcDm25_Chr17_H1_54_868634_857837	pep;Derives_from=TcDm25H1_001025100.3;orthologous_to=TcDm25H1_001025500.2;ortholog_cluster=OG0005445;product=term%3DDispersed_1	98.216	2859	44	2	1	2852	1	2859	0.0	5409	3477	3435
TcDm25_Chr17_H1_54_868634_857837	pep;Derives_from=TcDm25H1_001025100.3;orthologous_to=TcDm25H1_001025500.2;ortholog_cluster=OG0005445;product=term%3DDispersed_1	97.183	497	14	0	2981	3477	2837	3333	0.0	929	3477	3435
TcDm25_Chr17_H1_54_868634_857837	pep;Derives_from=TcDm25H1_001025500.2;orthologous_to=TcDm25H1_001025100.3;ortholog_cluster=OG0005445;product=term%3DDispersed_1	98.076	2859	48	2	1	2852	1	2859	0.0	5403	3477	3435
TcDm25_Chr17_H1_54_868634_857837	pep;Derives_from=TcDm25H1_001025500.2;orthologous_to=TcDm25H1_001025100.3;ortholog_cluster=OG0005445;product=term%3DDispersed_1	97.787	497	11	0	2981	3477	2837	3333	0.0	935	3477	3435
TcDm25_Chr17_H1_54_868634_857837	pep;Derives_from=TcDm25H1_001034500.1;product=term%3DDispersed_1	97.552	2859	63	2	1	2852	1	2859	0.0	5342	3477	3335
TcDm25_Chr17_H1_54_868634_857837	pep;Derives_from=TcDm25H1_001034500.1;product=term%3DDispersed_1	89.441	161	17	0	2981	3141	2837	2997	8.79e-78	284	3477	3335
TcDm25_Chr17_H1_54_868634_857837	pep;Derives_from=TcDm25H1_001580100.1;product=term%3DDispersed_1	79.223	3499	589	15	1	3477	22	3404	0.0	5186	3477	3489
TcDm25_Chr17_H1_54_868634_857837	pep;Derives_from=TcDm25H1_001022700.1;product=term%3DDispersed_1	92.901	2930	196	5	1	2919	1	2929	0.0	5185	3477	3517
TcDm25_Chr17_H1_54_868634_857837	pep;Derives_from=TcDm25H1_001022700.1;product=term%3DDispersed_1	93.161	541	34	2	2937	3477	2878	3415	0.0	941	3477	3517
