TcYC6_Chr1	42081	31598	-	1_42081_31598
TcYC6_Chr1	76489	66017	-	2_76489_66017
TcYC6_Chr1	123724	113259	-	4_123724_113259
TcYC6_Chr10	10871	423	-	6_10871_423
TcYC6_Chr10	322867	312424	-	10_322867_312424
TcYC6_Chr12	10387	1	-	14_10387_1
TcYC6_Chr12	33460	22993	-	15_33460_22993
TcYC6_Chr15	25176	14742	-	21_25176_14742
TcYC6_Chr15	625361	614893	-	22_625361_614893
TcYC6_Chr15	671863	661399	-	24_671863_661399
TcYC6_Chr17	639243	628660	-	30_639243_628660
TcYC6_Chr17	677355	666767	-	32_677355_666767
TcYC6_Chr20	301067	290614	-	37_301067_290614
TcYC6_Chr23	210130	199667	-	44_210130_199667
TcYC6_Chr23	247683	237259	-	45_247683_237259
TcYC6_Chr25	59309	48857	-	48_59309_48857
TcYC6_Chr25	143363	132918	-	51_143363_132918
TcYC6_Chr25	164795	154341	-	52_164795_154341
TcYC6_Chr26	18197	7722	-	53_18197_7722
TcYC6_Chr3	812571	802116	-	65_812571_802116
TcYC6_Chr31	74851	64377	-	70_74851_64377
TcYC6_Chr31	526926	516485	-	73_526926_516485
TcYC6_Chr31	560300	549848	-	74_560300_549848
TcYC6_Chr36	43971	33526	-	77_43971_33526
TcYC6_Chr40	17469	7001	-	79_17469_7001
TcYC6_Chr40	125886	115429	-	80_125886_115429
TcYC6_Chr40	151675	141185	-	81_151675_141185
TcYC6_Chr40	171530	161064	-	82_171530_161064
TcYC6_Chr6	329639	319252	-	89_329639_319252
TcYC6_Chr7	47964	37534	-	90_47964_37534
TcYC6_Contig11	101179	90695	-	98_101179_90695
TcYC6_Contig131	15684	5223	-	100_15684_5223
TcYC6_Contig186	49903	39441	-	103_49903_39441
TcYC6_Contig188	17783	7310	-	104_17783_7310
TcYC6_Contig209	35431	25000	-	106_35431_25000
TcYC6_Contig218	29393	18932	-	108_29393_18932
TcYC6_Contig232	60745	50301	-	112_60745_50301
TcYC6_Contig248	11504	1046	-	113_11504_1046
TcYC6_Contig249	41943	31484	-	115_41943_31484
TcYC6_Contig258	65549	55067	-	116_65549_55067
TcYC6_Contig42	56641	46173	-	119_56641_46173
TcYC6_Contig80	25764	15308	-	122_25764_15308
TcYC6_Chr1	366578	377023	+	123_366578_377023
TcYC6_Chr1	390109	400554	+	124_390109_400554
TcYC6_Chr15	126136	136592	+	131_126136_136592
TcYC6_Chr15	148809	159265	+	132_148809_159265
TcYC6_Chr17	713867	724420	+	135_713867_724420
TcYC6_Chr17	772871	783588	+	137_772871_783588
TcYC6_Chr17	790821	801200	+	138_790821_801200
TcYC6_Chr17	808415	819130	+	139_808415_819130
TcYC6_Chr18	175891	186002	+	145_175891_186002
TcYC6_Chr18	203840	213935	+	146_203840_213935
TcYC6_Chr18	231790	241902	+	147_231790_241902
TcYC6_Chr20	737853	748319	+	153_737853_748319
TcYC6_Chr20	755693	766084	+	154_755693_766084
TcYC6_Chr22	607399	617876	+	160_607399_617876
TcYC6_Chr22	628235	638725	+	161_628235_638725
TcYC6_Chr22	649085	659564	+	162_649085_659564
TcYC6_Chr22	669936	680424	+	163_669936_680424
TcYC6_Chr22	711638	722106	+	165_711638_722106
TcYC6_Chr22	734692	745161	+	166_734692_745161
TcYC6_Chr26	533945	544270	+	169_533945_544270
TcYC6_Chr26	555787	565721	+	170_555787_565721
TcYC6_Chr28	611528	621999	+	172_611528_621999
TcYC6_Chr29	482149	492600	+	174_482149_492600
TcYC6_Chr29	613805	624259	+	176_613805_624259
TcYC6_Chr29	635563	646001	+	177_635563_646001
TcYC6_Chr29	670635	681107	+	178_670635_681107
TcYC6_Chr30	493104	503545	+	183_493104_503545
TcYC6_Chr30	593159	603598	+	184_593159_603598
TcYC6_Chr31	367861	378291	+	186_367861_378291
TcYC6_Chr31	602656	613095	+	188_602656_613095
TcYC6_Chr32	487234	497695	+	190_487234_497695
TcYC6_Chr33	529727	540204	+	192_529727_540204
TcYC6_Chr36	64755	75203	+	196_64755_75203
TcYC6_Chr36	88946	99391	+	197_88946_99391
TcYC6_Chr38	268464	278907	+	202_268464_278907
TcYC6_Chr39	213855	224316	+	203_213855_224316
TcYC6_Chr40	195486	205936	+	204_195486_205936
TcYC6_Chr7	1212922	1223371	+	211_1212922_1223371
TcYC6_Contig11	54688	65176	+	215_54688_65176
TcYC6_Contig11	71735	82210	+	216_71735_82210
TcYC6_Contig115	30695	41125	+	222_30695_41125
TcYC6_Contig142	30798	41260	+	226_30798_41260
TcYC6_Contig144	13322	23771	+	227_13322_23771
TcYC6_Contig183	7749	18186	+	229_7749_18186
TcYC6_Contig189	27701	37706	+	230_27701_37706
TcYC6_Contig216	7761	18211	+	233_7761_18211
TcYC6_Contig253	1	9932	+	236_1_9932
TcYC6_Contig45	35203	45660	+	241_35203_45660
TcYC6_Contig77	7749	18172	+	244_7749_18172
