PRFA01000003_6_315248_304401	PRFA01000015_ID=C4B63_15g272;description=dispersed_1	97.893	3465	72	1	1	3464	22	3486	0.0	6777	3464	3487
PRFA01000003_6_315248_304401	PRFA01000015_ID=C4B63_15g356;description=dispersed_1	95.701	3466	137	2	1	3464	1	3456	0.0	6290	3464	3457
PRFA01000003_6_315248_304401	PRFA01000003_ID=C4B63_3g819;description=dispersed_1	94.197	3464	193	3	1	3464	22	3477	0.0	6227	3464	3478
PRFA01000003_6_315248_304401	PRFA01000036_ID=C4B63_36g105;description=dispersed_1	92.874	3466	234	4	1	3464	22	3476	0.0	6135	3464	3477
PRFA01000003_6_315248_304401	PRFA01000003_ID=C4B63_3g577;description=dispersed_1	89.916	3471	319	6	1	3464	1	3447	0.0	5970	3464	3448
PRFA01000003_6_315248_304401	PRFA01000015_ID=C4B63_15g385;description=dispersed_1	90.387	3433	313	6	1	3428	22	3442	0.0	5902	3464	3443
PRFA01000003_6_315248_304401	PRFA01000036_ID=C4B63_36g142;description=dispersed_1	89.645	3467	340	4	1	3464	1	3451	0.0	5869	3464	3452
PRFA01000003_6_315248_304401	PRFA01000003_ID=C4B63_3g973;description=dispersed_1	88.764	3471	370	4	1	3464	1	3458	0.0	5785	3464	3459
PRFA01000003_6_315248_304401	PRFA01000174_ID=C4B63_174g5;description=dispersed_1	86.151	3466	472	2	1	3464	1	3460	0.0	5653	3464	3461
PRFA01000003_6_315248_304401	PRFA01000039_ID=C4B63_39g97;description=dispersed_1	86.093	3466	474	2	1	3464	1	3460	0.0	5632	3464	3461
PRFA01000003_6_315248_304401	PRFA01000086_ID=C4B63_86g75;description=dispersed_1	86.702	3444	440	5	1	3437	1	3433	0.0	5628	3464	3454
PRFA01000003_6_315248_304401	PRFA01000017_ID=C4B63_17g320;description=dispersed_1	85.170	3466	498	7	1	3464	22	3473	0.0	5623	3464	3474
PRFA01000003_6_315248_304401	PRFA01000090_ID=C4B63_90g98;description=dispersed_1	85.603	3466	491	2	1	3464	1	3460	0.0	5611	3464	3461
PRFA01000003_6_315248_304401	PRFA01000064_ID=C4B63_64g191;description=dispersed_1	85.949	3466	479	2	1	3464	1	3460	0.0	5609	3464	3461
PRFA01000003_6_315248_304401	PRFA01000126_ID=C4B63_126g10;description=dispersed_1	86.151	3466	472	2	1	3464	1	3460	0.0	5606	3464	3461
PRFA01000003_6_315248_304401	PRFA01000086_ID=C4B63_86g84;description=dispersed_1	86.812	3435	435	5	1	3428	1	3424	0.0	5598	3464	3442
PRFA01000003_6_315248_304401	PRFA01000012_ID=C4B63_12g109;description=dispersed_1	86.618	3430	449	3	1	3428	22	3443	0.0	5578	3464	3461
PRFA01000003_6_315248_304401	PRFA01000032_ID=C4B63_32g181;description=dispersed_1	86.875	3398	427	6	39	3428	59	3445	0.0	5556	3464	3463
PRFA01000003_6_315248_304401	PRFA01000011_ID=C4B63_11g171;description=dispersed_1	86.266	3444	454	6	1	3437	22	3453	0.0	5552	3464	3462
PRFA01000003_6_315248_304401	PRFA01000177_ID=C4B63_177g27;description=dispersed_1	83.703	3473	548	6	1	3464	22	3485	0.0	5547	3464	3488
PRFA01000003_6_315248_304401	PRFA01000011_ID=C4B63_11g220;description=dispersed_1	86.034	3444	462	6	1	3437	22	3453	0.0	5508	3464	3462
PRFA01000003_6_315248_304401	PRFA01000165_ID=C4B63_165g5;description=dispersed_1	83.957	3472	542	6	1	3464	22	3486	0.0	5506	3464	3489
PRFA01000003_6_315248_304401	PRFA01000194_ID=C4B63_194g28;description=dispersed_1	83.818	3473	547	5	1	3464	22	3488	0.0	5504	3464	3491
PRFA01000003_6_315248_304401	PRFA01000256_ID=C4B63_256g19;description=dispersed_1	84.691	3462	516	6	1	3459	22	3472	0.0	5494	3464	3480
PRFA01000003_6_315248_304401	PRFA01000180_ID=C4B63_180g12;description=dispersed_1	84.347	3469	526	7	1	3464	1	3457	0.0	5493	3464	3460
PRFA01000003_6_315248_304401	PRFA01000098_ID=C4B63_98g17;description=dispersed_1	84.886	3467	513	5	1	3464	1	3459	0.0	5489	3464	3462
PRFA01000003_6_315248_304401	PRFA01000118_ID=C4B63_118g6;description=dispersed_1	84.806	3396	496	7	40	3428	1	3383	0.0	5482	3464	3401
PRFA01000003_6_315248_304401	PRFA01000153_ID=C4B63_153g8;description=dispersed_1	82.925	3467	567	8	1	3459	1	3450	0.0	5477	3464	3459
PRFA01000003_6_315248_304401	PRFA01000047_ID=C4B63_47g154;description=dispersed_1	84.640	3470	518	5	1	3464	1	3461	0.0	5470	3464	3464
